Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
0.607463 -0.372158 0.50416 0.48817	0.570087 -0.40621 0.474067 0.534093	0.560456 -0.4184 0.459651 0.547313	0.567964 -0.392119 0.377327 0.617482	0.576518 -0.392099 0.347197 0.627168	0.602233 -0.36024 0.23845 0.67133	0.728023 -0.193439 0.00168045 0.657694	0.506323 -0.322889 0.479649 0.639778	0.729271 -0.636089 -0.0673049 0.242952	0.853934 -0.455237 -0.120362 0.221514	0.881792 -0.441377 0.0319252 0.163125	0.560641 -0.536918 0.261731 0.573496	0.103634 -0.0788429 0.637823 0.759095	0.0806295 -0.10225 0.807359 0.575513	0.149155 -0.109015 0.817877 0.544928	0.540549 -0.368928 0.566682 0.50057	0.221377 -0.601296 0.309322 0.702678	-0.0996375 0.68128 -0.388307 -0.612494	0.552543 -0.364475 0.458032 0.593347	0.522005 -0.387048 0.439122 0.620384	0.623609 -0.306064 0.341302 0.633206	
0.613692 -0.360786 0.494671 0.498514	0.575727 -0.39486 0.464986 0.544436	0.565721 -0.406844 0.450949 0.557748	0.571128 -0.384496 0.370083 0.62371	0.57944 -0.385389 0.339836 0.632642	0.603907 -0.356934 0.232021 0.67384	0.728529 -0.191876 -0.00201854 0.657591	0.508927 -0.321751 0.472954 0.64326	0.723511 -0.640778 -0.0687779 0.247395	0.849344 -0.461172 -0.122781 0.225521	0.875809 -0.448984 0.0287862 0.174764	0.566074 -0.534317 0.254256 0.57395	0.102095 -0.0877111 0.636341 0.759575	0.0737365 -0.112603 0.822174 0.553094	0.152833 -0.11787 0.832793 0.518849	0.555014 -0.35303 0.559395 0.504388	0.246242 -0.577552 0.322469 0.708387	-0.127687 0.660335 -0.408996 -0.616746	0.554304 -0.360584 0.447216 0.602267	0.525202 -0.381329 0.429663 0.627806	0.626478 -0.31154 0.338906 0.628976	
0.619442 -0.351081 0.48423 0.508483	0.581099 -0.384598 0.455009 0.554414	0.570896 -0.396105 0.441508 0.56767	0.574338 -0.376544 0.362466 0.630055	0.582306 -0.378322 0.332242 0.638285	0.605769 -0.353176 0.225235 0.676447	0.729242 -0.189561 -0.00614393 0.657446	0.511442 -0.320491 0.465676 0.647192	0.719994 -0.644767 -0.0670561 0.247763	0.844793 -0.469512 -0.120206 0.22679	0.86857 -0.458748 0.0247279 0.185809	0.57133 -0.531699 0.246081 0.574737	0.104512 -0.0922818 0.636162 0.758854	0.071811 -0.119506 0.835417 0.531639	0.162662 -0.118949 0.84682 0.492227	0.56891 -0.337048 0.550312 0.509801	0.274198 -0.550744 0.336342 0.713001	-0.161073 0.634779 -0.432068 -0.620023	0.555158 -0.357187 0.438132 0.610129	0.527564 -0.376259 0.421867 0.63414	0.628184 -0.312824 0.336132 0.628126	
0.625564 -0.342795 0.473104 0.517043	0.586234 -0.374873 0.445175 0.563578	0.575729 -0.385596 0.432468 0.576908	0.577307 -0.368364 0.354719 0.636553	0.585013 -0.370882 0.32424 0.644263	0.607543 -0.349051 0.218336 0.679253	0.729826 -0.186829 -0.0106616 0.657522	0.513492 -0.318809 0.457646 0.652109	0.715762 -0.648993 -0.0656926 0.249353	0.839438 -0.478384 -0.118189 0.229181	0.861671 -0.468852 0.0245068 0.192612	0.576056 -0.529463 0.237221 0.575808	0.110764 -0.0920223 0.637256 0.757079	0.0752554 -0.122774 0.847003 0.511713	0.17144 -0.118044 0.858113 0.469379	0.580549 -0.322394 0.540509 0.516599	0.304856 -0.522086 0.351446 0.714825	0.199056 -0.60684 0.455921 0.619885	0.556242 -0.35399 0.429544 0.617072	0.529027 -0.372241 0.413829 0.640557	0.628743 -0.313749 0.333957 0.628264	
0.630853 -0.334646 0.462089 0.525843	0.590864 -0.365575 0.435285 0.572504	0.580252 -0.37554 0.42329 0.58575	0.580272 -0.359999 0.346689 0.643033	0.58776 -0.3632 0.315905 0.650252	0.609176 -0.344278 0.211233 0.682465	0.730244 -0.184292 -0.0153031 0.657682	0.515721 -0.316215 0.449699 0.657123	0.710953 -0.653227 -0.0647865 0.252275	0.833184 -0.487816 -0.116752 0.232828	0.854725 -0.478109 0.0250151 0.200577	0.578502 -0.528285 0.227196 0.578474	0.116697 -0.09208 0.637113 0.7563	0.0781721 -0.126436 0.857336 0.492827	0.173985 -0.124852 0.866411 0.45108	0.590915 -0.308527 0.528952 0.525205	0.338845 -0.490618 0.366433 0.714287	0.240619 -0.578879 0.478606 0.614766	0.55683 -0.352039 0.422881 0.622238	0.529172 -0.370141 0.407131 0.645923	0.628745 -0.312984 0.332924 0.629192	
0.636221 -0.325549 0.450978 0.534658	0.595676 -0.355431 0.425143 0.581457	0.584829 -0.364957 0.41363 0.59472	0.583132 -0.351664 0.338302 0.649493	0.590502 -0.355672 0.307246 0.656052	0.610691 -0.338962 0.204261 0.685885	0.730491 -0.181935 -0.0201479 0.657933	0.517913 -0.312867 0.441735 0.662383	0.705121 -0.65779 -0.0645071 0.256819	0.825995 -0.497609 -0.116264 0.237907	0.845021 -0.488851 0.0250473 0.215261	0.581614 -0.52639 0.218094 0.580581	0.123635 -0.090633 0.636872 0.755575	0.0827185 -0.129064 0.866174 0.47565	0.180554 -0.126351 0.873902 0.433279	0.600329 -0.295078 0.513953 0.537016	0.376716 -0.455068 0.379647 0.711945	0.281608 -0.549929 0.498128 0.608394	0.557266 -0.350619 0.417352 0.626369	0.528322 -0.369164 0.401042 0.650968	0.628951 -0.312001 0.331875 0.630028	
0.641644 -0.316345 0.439192 0.543442	0.600242 -0.345103 0.414716 0.590444	0.589028 -0.354204 0.403743 0.603802	0.585879 -0.343555 0.329945 0.655631	0.593024 -0.34803 0.298829 0.661739	0.611941 -0.334298 0.19772 0.68897	0.730576 -0.180305 -0.0243072 0.658148	0.519998 -0.309022 0.433971 0.667665	0.701957 -0.661338 -0.0611911 0.257185	0.818872 -0.50947 -0.11084 0.240006	0.835652 -0.501257 0.0261692 0.223031	0.585316 -0.523762 0.208689 0.582689	0.130981 -0.087888 0.636939 0.754605	0.0884354 -0.130612 0.873539 0.460487	0.19006 -0.123703 0.880525 0.416234	0.607305 -0.282483 0.498529 0.550321	0.416317 -0.417877 0.392053 0.705941	0.322027 -0.522867 0.512282 0.600397	0.557975 -0.349045 0.41196 0.630175	0.527113 -0.368399 0.394748 0.656207	0.629215 -0.311485 0.331083 0.630436	
0.647034 -0.307258 0.426642 0.552192	0.604872 -0.334524 0.403796 0.59931	0.593427 -0.343155 0.393449 0.612606	0.588737 -0.335393 0.32123 0.661598	0.595522 -0.340396 0.290127 0.667316	0.613067 -0.329752 0.190698 0.692132	0.730288 -0.178792 -0.0281827 0.658725	0.521948 -0.304888 0.426252 0.672995	0.699072 -0.664554 -0.0572941 0.257651	0.811209 -0.521798 -0.104556 0.242352	0.824362 -0.514353 0.0257759 0.234955	0.588538 -0.520586 0.199645 0.585452	0.138129 -0.084491 0.636947 0.753711	0.0944898 -0.131491 0.879608 0.447293	0.202075 -0.119733 0.885805 0.400225	0.611124 -0.271408 0.485039 0.563562	0.455787 -0.38118 0.404508 0.695222	0.362206 -0.497776 0.518782 0.593204	0.558483 -0.347819 0.407042 0.63359	0.525565 -0.368054 0.388841 0.661151	0.629859 -0.31278 0.329024 0.63023	
0.651441 -0.300149 0.414644 0.560005	0.609061 -0.325874 0.393692 0.606512	0.597882 -0.333793 0.384082 0.619354	0.59145 -0.327646 0.312442 0.667244	0.597754 -0.333096 0.281147 0.672825	0.614132 -0.325362 0.182936 0.695353	0.729676 -0.177412 -0.0320683 0.659598	0.524679 -0.299664 0.419872 0.677215	0.696219 -0.667422 -0.0537249 0.25873	0.803087 -0.534063 -0.0985468 0.245186	0.813481 -0.526434 0.0261875 0.245827	0.591133 -0.517369 0.191444 0.588422	0.144914 -0.0808116 0.636925 0.752859	0.100695 -0.131875 0.884221 0.436603	0.214253 -0.114956 0.889731 0.386341	0.612045 -0.263049 0.475589 0.574474	0.49372 -0.347406 0.417958 0.678867	0.404195 -0.472251 0.518899 0.586813	0.558333 -0.347142 0.402415 0.637039	0.523985 -0.367867 0.383562 0.665577	0.629674 -0.310302 0.329492 0.631394	
0.655275 -0.294542 0.403289 0.566761	0.61258 -0.31866 0.384346 0.612763	0.601342 -0.325701 0.375614 0.625476	0.593585 -0.320266 0.30425 0.672695	0.599548 -0.326244 0.272624 0.678073	0.615283 -0.320733 0.175729 0.698338	0.728938 -0.175761 -0.035696 0.660669	0.527157 -0.294213 0.414897 0.680738	0.693271 -0.670349 -0.0503267 0.259758	0.795506 -0.545127 -0.0930097 0.247702	0.806104 -0.536729 0.0306932 0.24734	0.593439 -0.513916 0.183721 0.59158	0.152074 -0.0757839 0.636775 0.752096	0.108167 -0.131032 0.887415 0.428514	0.226422 -0.11114 0.891984 0.375161	0.611297 -0.258336 0.470984 0.581165	0.528379 -0.318808 0.432348 0.657459	0.449806 -0.44271 0.513689 0.581211	0.557779 -0.347004 0.397399 0.640737	0.522587 -0.367832 0.378203 0.66975	0.629489 -0.307627 0.330142 0.632547	
0.659045 -0.289422 0.392741 0.572406	0.616106 -0.312153 0.375625 0.617964	0.604715 -0.318601 0.367444 0.630712	0.595668 -0.313378 0.296273 0.67764	0.601144 -0.319446 0.264492 0.683099	0.616723 -0.316455 0.168809 0.700723	0.728014 -0.174077 -0.0396169 0.661908	0.529541 -0.289269 0.408448 0.684894	0.692093 -0.673045 -0.0433118 0.257179	0.788141 -0.557509 -0.0826912 0.247344	0.789564 -0.550158 0.0289456 0.270327	0.596066 -0.509958 0.176007 0.594701	0.159041 -0.0697061 0.63645 0.751518	0.11624 -0.129001 0.889405 0.422855	0.239659 -0.107265 0.892879 0.365821	0.607962 -0.260808 0.473391 0.581604	0.557872 -0.298999 0.450243 0.629809	0.497994 -0.408084 0.506524 0.5735	0.556193 -0.347568 0.392248 0.644971	0.520955 -0.368019 0.373127 0.673753	0.629454 -0.307316 0.329414 0.633113	
0.66214 -0.284356 0.384064 0.577241	0.619157 -0.306236 0.367908 0.622501	0.607653 -0.312649 0.35962 0.63536	0.597354 -0.307094 0.288878 0.68221	0.602506 -0.313117 0.257082 0.687643	0.617882 -0.312181 0.162786 0.703041	0.726694 -0.172746 -0.0433731 0.66347	0.531659 -0.28467 0.400893 0.689628	0.690484 -0.675478 -0.0378035 0.255992	0.780223 -0.569465 -0.074127 0.247924	0.774032 -0.562173 0.0305825 0.289656	0.596696 -0.505647 0.168544 0.599889	0.165697 -0.0631653 0.635386 0.751557	0.12444 -0.126334 0.890321 0.419383	0.253233 -0.103308 0.892281 0.359216	0.601982 -0.273097 0.482845 0.574366	0.581881 -0.289535 0.473172 0.594721	0.546471 -0.371938 0.49796 0.561309	0.554737 -0.34796 0.385292 0.650185	0.519949 -0.367647 0.366554 0.678326	0.629571 -0.30736 0.328828 0.633279	
0.664209 -0.280223 0.376555 0.581814	0.621469 -0.301384 0.360769 0.626729	0.610222 -0.307759 0.352278 0.639386	0.598543 -0.301557 0.281744 0.686608	0.603468 -0.307369 0.249955 0.692006	0.61872 -0.30793 0.157381 0.705404	0.725288 -0.171299 -0.0464933 0.665171	0.534246 -0.2804 0.394253 0.693196	0.688961 -0.67757 -0.0327991 0.255257	0.772805 -0.580121 -0.0663916 0.248644	0.759995 -0.572949 0.0335774 0.304974	0.595902 -0.501093 0.161443 0.606418	0.171981 -0.0561466 0.634035 0.751844	0.132877 -0.122775 0.889881 0.418786	0.266354 -0.0996814 0.890172 0.355967	0.598824 -0.28564 0.489736 0.565666	0.603614 -0.281464 0.492148 0.560552	0.591566 -0.340817 0.486162 0.545472	0.55409 -0.34745 0.376565 0.656096	0.519501 -0.366416 0.358137 0.68381	0.629549 -0.308915 0.327696 0.633131	
0.665402 -0.276483 0.371043 0.585768	0.623418 -0.297386 0.354385 0.630335	0.612513 -0.303884 0.345492 0.642743	0.59935 -0.296834 0.274818 0.690756	0.603928 -0.302098 0.243244 0.696304	0.619572 -0.304248 0.152155 0.707398	0.723838 -0.1698 -0.0494197 0.666921	0.537243 -0.276669 0.388257 0.695759	0.687694 -0.679238 -0.0281043 0.254801	0.766073 -0.589422 -0.0592547 0.249404	0.747707 -0.582281 0.0378524 0.31694	0.594683 -0.496022 0.155014 0.613421	0.177402 -0.0493017 0.632659 0.752223	0.140846 -0.118594 0.88813 0.421098	0.277965 -0.0960543 0.886868 0.356335	0.601713 -0.289988 0.487581 0.562239	0.626503 -0.267661 0.500186 0.534477	0.630139 -0.31719 0.472901 0.527901	0.553723 -0.346686 0.366923 0.662244	0.519147 -0.364989 0.348722 0.689683	0.629519 -0.310953 0.326344 0.632862	
0.666864 -0.273175 0.365608 0.589066	0.625593 -0.294064 0.3478 0.633399	0.615125 -0.300598 0.338635 0.645436	0.600215 -0.292572 0.26781 0.694565	0.604535 -0.297654 0.23632 0.700067	0.620107 -0.29945 0.146924 0.710078	0.72227 -0.167306 -0.0525004 0.669013	0.539762 -0.272875 0.382632 0.698419	0.686583 -0.680714 -0.0239494 0.254281	0.760019 -0.597611 -0.0529109 0.249866	0.738084 -0.58979 0.0431911 0.324829	0.59266 -0.490415 0.149569 0.621189	0.182734 -0.0421394 0.631363 0.752471	0.149277 -0.113507 0.884803 0.426563	0.288865 -0.0935626 0.882056 0.36025	0.608827 -0.285593 0.478455 0.564665	0.650063 -0.248325 0.498815 0.516659	0.664105 -0.305675 0.456985 0.506647	0.55337 -0.345549 0.356949 0.668554	0.518662 -0.363251 0.338918 0.695826	0.629951 -0.312945 0.323528 0.632896	
0.668129 -0.272423 0.360705 0.591	0.626926 -0.293082 0.342344 0.635505	0.616614 -0.299455 0.333083 0.647433	0.601196 -0.288644 0.261448 0.697777	0.605305 -0.293372 0.229814 0.703366	0.62046 -0.294968 0.141579 0.712726	0.72139 -0.165176 -0.0547026 0.670314	0.541286 -0.268223 0.377648 0.701746	0.685861 -0.681905 -0.0192972 0.253432	0.754915 -0.604568 -0.0463152 0.249911	0.728 -0.596915 0.0474703 0.333849	0.589951 -0.486346 0.144523 0.628122	0.187542 -0.0351533 0.630067 0.752734	0.157489 -0.107726 0.879917 0.43513	0.299223 -0.0872593 0.876837 0.366071	0.616106 -0.281709 0.473413 0.562969	0.666758 -0.235503 0.498014 0.501949	0.696425 -0.295907 0.437173 0.486118	0.552083 -0.345681 0.348713 0.673875	0.516857 -0.363082 0.330556 0.701258	0.628971 -0.313522 0.323235 0.633733	
0.66933 -0.271734 0.356031 0.59279	0.627912 -0.2926 0.33722 0.63749	0.617666 -0.298856 0.327871 0.649364	0.601805 -0.285949 0.255796 0.700451	0.605683 -0.290254 0.224083 0.706178	0.62031 -0.29146 0.137154 0.715161	0.720439 -0.163141 -0.056806 0.671659	0.542094 -0.26383 0.372509 0.705524	0.68534 -0.682838 -0.015062 0.252614	0.75065 -0.610314 -0.0404368 0.249811	0.719207 -0.6028 0.0511434 0.341699	0.58713 -0.482455 0.140429 0.634662	0.191423 -0.0288866 0.628373 0.753439	0.164736 -0.101682 0.873619 0.446444	0.306721 -0.0852605 0.869583 0.377463	0.62696 -0.271376 0.466086 0.562175	0.679544 -0.223891 0.490667 0.497331	0.716913 -0.284229 0.429049 0.470284	0.549963 -0.346885 0.342174 0.678328	0.514001 -0.364184 0.323701 0.705968	0.62779 -0.31665 0.322148 0.633903	
0.670857 -0.270375 0.351895 0.594154	0.629078 -0.292031 0.332374 0.639145	0.618751 -0.298124 0.323048 0.651084	0.602149 -0.283642 0.250806 0.702895	0.605735 -0.287701 0.21912 0.708731	0.620014 -0.288599 0.132993 0.717361	0.71928 -0.161135 -0.0593627 0.673162	0.542926 -0.259792 0.367978 0.708753	0.685248 -0.683134 -0.0116929 0.252243	0.747213 -0.614744 -0.0356706 0.249981	0.712723 -0.606835 0.0544045 0.347587	0.584071 -0.479365 0.137538 0.640433	0.194038 -0.0230736 0.62605 0.754902	0.170689 -0.095124 0.866077 0.460139	0.312535 -0.0875467 0.860061 0.393639	0.639402 -0.260629 0.460814 0.557574	0.685548 -0.21949 0.481768 0.499747	0.725246 -0.274632 0.426197 0.46578	0.546912 -0.349545 0.337599 0.681713	0.509725 -0.367076 0.31845 0.709948	0.626782 -0.31944 0.320213 0.634481	
0.672804 -0.268499 0.34725 0.595534	0.630942 -0.291164 0.326682 0.640636	0.620596 -0.296779 0.317762 0.652541	0.602372 -0.281082 0.246524 0.705242	0.605395 -0.285334 0.215207 0.711173	0.619552 -0.286872 0.128945 0.719189	0.7174 -0.158993 -0.0620522 0.675432	0.543753 -0.256296 0.364147 0.711366	0.683578 -0.683137 -0.0126959 0.256677	0.74408 -0.616685 -0.036484 0.254388	0.706581 -0.609289 0.0556005 0.355553	0.581422 -0.476911 0.134871 0.645224	0.19746 -0.0151059 0.624093 0.755837	0.178407 -0.0859643 0.856455 0.476725	0.31744 -0.0872084 0.85028 0.41067	0.651938 -0.250604 0.457716 0.550154	0.686117 -0.220512 0.47295 0.50689	0.72219 -0.268827 0.42454 0.475332	0.543629 -0.352582 0.333628 0.684724	0.504979 -0.370471 0.313644 0.713705	0.626416 -0.323074 0.316203 0.635013	
0.677158 -0.267605 0.340031 0.595167	0.634099 -0.289814 0.319816 0.641595	0.623428 -0.295414 0.31108 0.65368	0.602755 -0.280766 0.242492 0.706438	0.605197 -0.28507 0.212392 0.712293	0.619051 -0.285894 0.127624 0.720245	0.715862 -0.158269 -0.0634072 0.677105	0.544436 -0.254114 0.361337 0.713058	-0.682855 0.683166 0.0129325 -0.258507	0.743387 -0.616752 -0.0368996 0.256187	0.702541 -0.610689 0.060726 0.360288	0.576472 -0.475736 0.132967 0.650904	0.198876 -0.00920768 0.620083 0.758855	0.18317 -0.0780092 0.84586 0.494857	0.320026 -0.0855325 0.840038 0.429655	0.663263 -0.240558 0.455378 0.542996	0.683167 -0.223305 0.464082 0.517731	0.715183 -0.267971 0.421131 0.489238	0.496756 -0.400922 0.384158 0.667021	0.477874 -0.411527 0.372775 0.680677	0.621243 -0.318292 0.319353 0.640907	
0.678972 -0.262447 0.335586 0.597913	0.636508 -0.28573 0.314509 0.643661	0.625854 -0.291754 0.305492 0.655638	0.603869 -0.279762 0.239633 0.70686	0.605788 -0.284446 0.210465 0.712612	0.618778 -0.284421 0.126495 0.721261	0.715036 -0.157326 -0.0658314 0.677966	0.544882 -0.251143 0.360813 0.714034	0.683489 -0.68257 -0.0122189 0.258442	0.74451 -0.615438 -0.0364108 0.256156	0.701324 -0.610511 0.0660169 0.362026	0.571985 -0.476629 0.129771 0.654841	0.20306 5.37786e-05 0.617022 0.760296	0.191696 -0.0669778 0.833405 0.514007	0.322887 -0.0763246 0.826235 0.455251	0.673951 -0.232515 0.4514 0.536624	0.678877 -0.228338 0.453528 0.530378	0.7097 -0.267542 0.416712 0.501098	0.52032 -0.37484 0.34839 0.683657	0.484933 -0.392047 0.328906 0.709197	0.619052 -0.319527 0.316354 0.643893	
0.682675 -0.256076 0.330223 0.599444	0.640742 -0.278007 0.312112 0.64401	0.629767 -0.283337 0.304157 0.656203	0.604429 -0.278703 0.239434 0.706868	0.605476 -0.285628 0.210743 0.712322	0.617346 -0.282301 0.125072 0.723566	0.713731 -0.157305 -0.0667344 0.679256	0.546574 -0.246167 0.359991 0.714888	0.68557 -0.681197 -0.0107892 0.256607	0.747416 -0.612703 -0.0352147 0.254408	0.70027 -0.611229 0.0703276 0.362043	0.567321 -0.478053 0.127904 0.658219	0.206045 0.00762294 0.613899 0.761982	0.198276 -0.0565603 0.819692 0.534409	0.323297 -0.0682732 0.812779 0.479801	0.683803 -0.223735 0.443672 0.534332	0.674172 -0.231607 0.439614 0.546435	0.706415 -0.264586 0.413638 0.509779	0.534564 -0.357546 0.319107 0.696113	0.488048 -0.377588 0.29512 0.72948	0.621597 -0.329883 0.297665 0.645128	
0.683923 -0.249802 0.321253 0.605512	0.642628 -0.272235 0.304283 0.648328	0.632062 -0.276971 0.297037 0.659965	0.606785 -0.274672 0.23672 0.707341	0.607414 -0.282235 0.209039 0.712527	0.617627 -0.279493 0.12339 0.724704	0.712797 -0.156166 -0.0691616 0.680257	0.549013 -0.245533 0.360097 0.713182	0.687996 -0.679641 -0.00874279 0.254311	0.750634 -0.609753 -0.0333519 0.252266	0.710571 -0.605233 0.0722265 0.351518	0.567564 -0.474 0.126265 0.66125	0.209624 0.0144033 0.611311 0.762987	0.20491 -0.0464952 0.804924 0.55493	0.320932 -0.0586692 0.800834 0.502221	0.695685 -0.209472 0.430283 0.535724	0.67043 -0.228951 0.420242 0.567011	0.703513 -0.259271 0.413415 0.516658	0.541802 -0.350732 0.300172 0.702377	0.487744 -0.372203 0.273095 0.740938	0.61384 -0.318888 0.311137 0.651694	
0.686603 -0.24249 0.311836 0.610354	0.645513 -0.26549 0.295344 0.65238	0.63518 -0.270016 0.28844 0.663657	0.609876 -0.269458 0.232763 0.708	0.610264 -0.277256 0.206241 0.712862	0.619146 -0.276126 0.121716 0.724982	0.712473 -0.154069 -0.0713722 0.680846	0.551043 -0.246148 0.360281 0.711309	0.689948 -0.678365 -0.00755527 0.252459	0.754629 -0.605593 -0.0328884 0.250421	0.721043 -0.599054 0.0735457 0.340327	0.567756 -0.468822 0.124192 0.665158	0.212476 0.0203804 0.608019 0.76469	0.21022 -0.0370041 0.789881 0.574914	0.316675 -0.0538562 0.787273 0.526325	0.705667 -0.197735 0.415035 0.539148	0.666347 -0.226199 0.400234 0.587051	0.699917 -0.25594 0.414203 0.522539	0.541634 -0.351835 0.292176 0.705321	0.482052 -0.374581 0.262381 0.747309	0.609084 -0.316032 0.31427 0.656029	
0.689185 -0.234483 0.304016 0.614505	0.64955 -0.257619 0.288455 0.654607	0.639907 -0.261138 0.282636 0.665164	0.612802 -0.26493 0.229973 0.708095	0.612745 -0.274298 0.203928 0.712543	0.620677 -0.272787 0.11954 0.725298	0.712734 -0.151966 -0.0734691 0.680823	0.554423 -0.244441 0.359373 0.709729	0.691686 -0.676872 -0.00767298 0.251708	0.758971 -0.600456 -0.0340752 0.249509	0.730048 -0.593399 0.0733699 0.330944	0.567321 -0.464205 0.121948 0.669171	0.214845 0.0256708 0.604233 0.766867	0.214529 -0.0281886 0.774919 0.593871	0.30948 -0.0522627 0.773494 0.550634	0.713324 -0.189572 0.399735 0.543546	0.6622 -0.224345 0.381308 0.604785	0.695313 -0.25679 0.411764 0.53014	0.54265 -0.351249 0.281742 0.709068	0.476436 -0.375245 0.248889 0.755152	0.606118 -0.317211 0.309929 0.66026	
0.690302 -0.223058 0.299332 0.619781	0.654063 -0.249484 0.280409 0.656757	0.645986 -0.251877 0.275877 0.665697	0.615366 -0.260612 0.22523 0.708997	0.614893 -0.271294 0.199995 0.712957	0.623121 -0.26865 0.116257 0.72528	0.712468 -0.14834 -0.0749994 0.681733	0.558702 -0.245023 0.355543 0.708099	0.692906 -0.675415 -0.00958692 0.252197	0.763004 -0.595088 -0.0372734 0.249612	0.740432 -0.58638 0.072986 0.320301	0.567844 -0.45568 0.121019 0.674732	0.217933 0.0319773 0.599861 0.769188	0.219439 -0.0190725 0.760881 0.610363	0.301789 -0.0533391 0.758895 0.574593	0.721389 -0.178805 0.381898 0.549346	0.658458 -0.218647 0.36057 0.623391	0.682616 -0.251527 0.405393 0.553558	0.544025 -0.350438 0.270363 0.712835	0.471067 -0.375395 0.234481 0.763016	0.603711 -0.321477 0.300101 0.664924	
0.690178 -0.212067 0.298891 0.623976	0.657465 -0.242863 0.275227 0.658033	0.650588 -0.244535 0.271614 0.665706	0.617577 -0.256318 0.220124 0.710243	0.617349 -0.266957 0.194923 0.713876	0.626442 -0.263352 0.113623 0.72478	0.712864 -0.143319 -0.0741335 0.682487	0.563201 -0.246562 0.350823 0.706354	0.693283 -0.674111 -0.0132167 0.254477	0.766486 -0.589547 -0.0425132 0.251248	0.745888 -0.581328 0.0694795 0.317618	0.567505 -0.446028 0.120806 0.681471	0.22277 0.0401274 0.594528 0.771557	0.226177 -0.0089982 0.747315 0.624727	0.292498 -0.0535057 0.744586 0.59764	0.73117 -0.162109 0.358391 0.557375	0.656335 -0.205338 0.335499 0.643817	0.669222 -0.253456 0.385487 0.582496	0.541877 -0.354647 0.264103 0.714733	0.462886 -0.380696 0.224935 0.768252	0.597338 -0.323731 0.293208 0.672618	
0.690578 -0.20315 0.297954 0.626941	0.66099 -0.236052 0.270846 0.658797	0.655375 -0.237055 0.268017 0.665173	0.620115 -0.251971 0.215246 0.711081	0.619901 -0.262834 0.189822 0.714568	0.629826 -0.257541 0.110827 0.724368	0.713829 -0.137671 -0.0729864 0.682765	0.567297 -0.247958 0.343995 0.705945	0.693682 -0.671971 -0.0188122 0.258663	0.768749 -0.584607 -0.049473 0.254583	0.750684 -0.576036 0.0644045 0.317029	0.566751 -0.435928 0.119993 0.688739	0.229992 0.0506819 0.588297 0.77359	0.235496 0.00261414 0.733964 0.63705	0.287291 -0.0497455 0.73073 0.61727	0.740936 -0.140535 0.331406 0.566952	0.6538 -0.185763 0.308337 0.665557	0.653824 -0.262569 0.362679 0.609948	0.537999 -0.361088 0.262283 0.715108	0.452038 -0.388899 0.21894 0.772324	0.587847 -0.325908 0.285416 0.683197	
0.692142 -0.196011 0.295778 0.628518	0.664716 -0.229407 0.266365 0.659222	0.660377 -0.230505 0.263522 0.664324	0.623343 -0.247626 0.210062 0.711336	0.622785 -0.258692 0.184747 0.714902	0.633782 -0.251673 0.107679 0.723454	0.714783 -0.132493 -0.0731966 0.682769	0.570773 -0.249038 0.336572 0.706342	0.694291 -0.668445 -0.0272314 0.265328	0.769257 -0.580606 -0.0587706 0.260167	0.756314 -0.569822 0.0592425 0.315883	0.56641 -0.4253 0.117559 0.696045	0.23892 0.0633517 0.580498 0.775839	0.246699 0.0153535 0.721149 0.647185	0.287938 -0.0417711 0.717483 0.632902	0.747464 -0.12473 0.310301 0.573981	0.647663 -0.172075 0.286765 0.684608	0.637343 -0.274245 0.347091 0.630961	0.535463 -0.366199 0.2618 0.71459	0.439178 -0.39681 0.212562 0.777484	0.575606 -0.331362 0.272547 0.696128	
0.693342 -0.193494 0.294492 0.628579	0.666993 -0.225906 0.265866 0.658333	0.663023 -0.226732 0.263261 0.663089	0.626167 -0.244079 0.207476 0.710841	0.6256 -0.255411 0.18145 0.714469	0.63748 -0.24574 0.10491 0.722651	0.715714 -0.127923 -0.0732798 0.682656	0.57413 -0.247533 0.329656 0.70741	0.695499 -0.66356 -0.0372019 0.273103	0.768703 -0.577171 -0.0690587 0.266834	0.759388 -0.565636 0.0517587 0.317342	0.563772 -0.418172 0.113853 0.703086	0.249003 0.0784185 0.571117 0.77825	0.25935 0.0298202 0.708225 0.655946	0.294442 -0.0310415 0.703942 0.645606	0.750396 -0.122298 0.30133 0.575456	0.63972 -0.172508 0.275676 0.696421	0.629022 -0.301082 0.320588 0.641018	0.531226 -0.374015 0.268178 0.711331	0.422161 -0.409031 0.210951 0.781008	0.55861 -0.332635 0.262989 0.712843	
