Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
12.2962 33.1747 -26.8539	10.9687 35.5646 -25.0471	10.5928 39.1031 -24.3022	10.4699 42.713 -23.8891	10.9689 46.3036 -24.1636	13.2214 55.4937 -26.0081	14.4672 60.3119 -26.4785	13.9083 51.9977 -25.7123	18.482 52.7367 -22.3832	19.7347 41.7513 -19.7204	21.5984 33.3216 -19.254	11.9096 52.2667 -26.8126	8.01251 53.904 -30.6441	3.45856 43.5845 -32.0968	1.53028 35.5344 -34.5921	15.2668 32.356 -25.0908	18.0763 17.828 -26.9778	18.4482 3.05518 -26.6541	9.58283 32.0314 -28.8375	6.05087 17.5386 -28.8622	-1.33241 6.79455 -21.8957	
12.7338 33.3028 -27.037	11.4378 35.6658 -25.1727	11.0777 39.1995 -24.3977	10.9773 42.8088 -23.9733	11.4767 46.3993 -24.2492	13.6888 55.5908 -26.1347	14.9448 60.4028 -26.6398	14.3776 52.0925 -25.8714	19.0756 52.7994 -22.7127	20.5559 41.8229 -20.1311	22.5407 33.4158 -19.7672	12.346 52.3689 -26.9078	8.32486 54.0642 -30.5827	3.54953 43.8307 -31.9283	1.39753 35.8388 -34.4278	15.7349 32.4596 -25.3381	18.1542 17.8286 -26.9496	18.4436 3.05346 -26.65	9.98622 32.1875 -28.9892	6.76313 17.6329 -29.5288	-0.643957 7.13545 -22.2201	
13.1394 33.4134 -27.2116	11.8756 35.7565 -25.3007	11.5361 39.2866 -24.5006	11.463 42.8952 -24.0649	11.9642 46.4854 -24.3414	14.1373 55.6789 -26.2624	15.4022 60.4847 -26.8035	14.8265 52.1784 -26.0318	19.6406 52.8571 -23.0465	21.3623 41.8942 -20.5583	23.4826 33.5155 -20.3317	12.765 52.4623 -27.0052	8.63625 54.2146 -30.531	3.64583 44.0697 -31.7616	1.32681 36.1307 -34.2805	16.1622 32.5431 -25.5658	18.2386 17.8339 -26.9239	18.4481 3.05711 -26.6381	10.3618 32.3279 -29.138	7.42143 17.7365 -30.1188	0.0633687 7.40816 -22.5252	
13.5136 33.5132 -27.3899	12.2852 35.84 -25.4364	11.9684 39.3666 -24.6121	11.9238 42.9741 -24.1633	12.4277 46.564 -24.4384	14.5661 55.7598 -26.3868	15.8387 60.5588 -26.969	15.2536 52.2571 -26.1886	20.1724 52.9157 -23.3744	22.1578 41.9684 -21.0174	24.4313 33.6273 -20.9341	13.166 52.549 -27.1021	8.93571 54.3558 -30.4767	3.74631 44.2981 -31.5952	1.30545 36.4058 -34.1456	16.5501 32.6061 -25.7895	18.3305 17.8395 -26.9264	18.4519 3.06205 -26.6243	10.7081 32.4666 -29.2971	8.0677 17.8525 -30.7018	0.837079 7.63586 -22.8395	
13.8672 33.6 -27.5515	12.6736 35.9173 -25.5654	12.3812 39.4417 -24.7229	12.3649 43.048 -24.2631	12.8724 46.6376 -24.5361	14.9804 55.8357 -26.5067	16.2585 60.6274 -27.1351	15.6644 52.3306 -26.3401	20.6768 52.9761 -23.6929	22.9366 42.0492 -21.4941	25.371 33.7537 -21.5785	13.5538 52.6309 -27.1962	9.22822 54.4869 -30.4201	3.85589 44.5124 -31.4137	1.34206 36.6576 -34.0081	16.9109 32.6555 -25.9871	18.4346 17.8476 -26.947	18.4566 3.07054 -26.6071	11.037 32.5922 -29.4433	8.69631 17.9716 -31.2529	1.65681 7.78467 -23.1813	
14.2087 33.6733 -27.711	13.0484 35.9852 -25.699	12.7799 39.5081 -24.8421	12.7894 43.113 -24.371	13.2995 46.7025 -24.639	15.379 55.9041 -26.6238	16.6619 60.6877 -27.3022	16.0589 52.3969 -26.4886	21.1515 53.0341 -23.9971	23.6874 42.1324 -21.9818	26.291 33.8926 -22.2594	13.9283 52.7053 -27.2907	9.5141 54.6113 -30.3616	3.986 44.7107 -31.2322	1.42254 36.8886 -33.8767	17.2569 32.694 -26.177	18.5402 17.8537 -26.973	18.4628 3.07786 -26.5876	11.3563 32.7012 -29.5879	9.30743 18.0894 -31.782	2.5179 7.8411 -23.5751	
14.5373 33.7376 -27.8577	13.4055 36.0455 -25.825	13.1594 39.5672 -24.9567	13.1941 43.1711 -24.4789	13.7076 46.7604 -24.7431	15.7636 55.9644 -26.7409	17.0529 60.7388 -27.47	16.4382 52.4552 -26.6336	21.5997 53.0924 -24.2883	24.4114 42.2222 -22.4791	27.1889 34.0497 -22.9747	14.2908 52.7714 -27.3865	9.80179 54.7275 -30.3141	4.13863 44.8927 -31.0516	1.54683 37.0979 -33.7485	17.587 32.7267 -26.3473	18.6516 17.862 -26.9996	18.4666 3.08843 -26.5701	11.6672 32.7978 -29.7241	9.89435 18.2072 -32.2713	3.38577 7.80566 -24.0297	
14.8558 33.7898 -28.0053	13.7509 36.0948 -25.9547	13.5262 39.6158 -25.0775	13.5846 43.2186 -24.5943	14.1014 46.8078 -24.8541	16.1359 56.0145 -26.8616	17.4319 60.779 -27.6412	16.8051 52.5035 -26.7799	22.0238 53.1474 -24.5664	25.105 42.3133 -22.9955	28.0623 34.2212 -23.7181	14.6438 52.8267 -27.4883	10.0889 54.8311 -30.2782	4.3162 45.0506 -30.8752	1.709 37.279 -33.6237	17.9066 32.7502 -26.5166	18.755 17.8661 -27.0256	18.4699 3.09525 -26.5579	11.9694 32.8793 -29.8609	10.4658 18.317 -32.7235	4.25351 7.68905 -24.5423	
15.1748 33.8296 -28.1489	14.0948 36.1313 -26.0814	13.8883 39.6516 -25.197	13.9658 43.2535 -24.7102	14.4834 46.8429 -24.9663	16.4943 56.0528 -26.9827	17.7977 60.8064 -27.8154	17.1598 52.5407 -26.9239	22.4277 53.1969 -24.8342	25.771 42.4054 -23.5282	28.9092 34.4072 -24.4925	14.9863 52.8691 -27.5917	10.3756 54.9206 -30.2527	4.51988 45.1815 -30.6985	1.90985 37.43 -33.5006	18.2278 32.7655 -26.6824	18.8667 17.8669 -27.0575	18.476 3.09969 -26.5533	12.2728 32.9445 -29.9925	11.0243 18.4173 -33.1417	5.11343 7.5085 -25.1081	
15.4829 33.8591 -28.2976	14.4287 36.1557 -26.2112	14.24 39.675 -25.319	14.3347 43.276 -24.8286	14.8526 46.8656 -25.0817	16.841 56.078 -27.1089	18.1519 60.8201 -27.9936	17.5029 52.5649 -27.07	22.8126 53.235 -25.0935	26.4026 42.4945 -24.0481	29.7132 34.6044 -25.2877	15.3189 52.8977 -27.7003	10.6637 54.9934 -30.247	4.7513 45.2826 -30.5366	2.14255 37.546 -33.3808	18.5405 32.7723 -26.8575	18.9796 17.8638 -27.1017	18.4834 3.10106 -26.5609	12.5639 32.9978 -30.1256	11.5615 18.5098 -33.5324	5.97161 7.27435 -25.7223	
15.78 33.8797 -28.4513	14.7528 36.1698 -26.3444	14.5817 39.6881 -25.4445	14.6923 43.2882 -24.9503	15.2101 46.8779 -25.2011	17.1771 56.0923 -27.2404	18.4948 60.8222 -28.1782	17.8355 52.5784 -27.219	23.1806 53.2656 -25.3466	27.0014 42.5813 -24.5806	30.4809 34.8144 -26.1034	15.6423 52.9148 -27.8144	10.9479 55.0493 -30.2547	4.99763 45.3583 -30.3824	2.40551 37.6293 -33.2623	18.844 32.7717 -27.0414	19.0826 17.857 -27.1476	18.4929 3.09899 -26.5714	12.8426 33.0413 -30.2605	12.0759 18.5923 -33.8876	6.82605 6.99247 -26.3803	
16.0688 33.8926 -28.6028	15.0687 36.1771 -26.4768	14.9149 39.6944 -25.5701	15.0411 43.2937 -25.0743	15.5589 46.8835 -25.3246	17.5048 56.0991 -27.3787	18.8266 60.8177 -28.3668	18.16 52.5845 -27.3724	23.5362 53.2863 -25.5969	27.5678 42.664 -25.0955	31.1956 35.0335 -26.9297	15.9585 52.924 -27.9348	11.2288 55.0909 -30.2763	5.26923 45.4047 -30.2474	2.70071 37.6757 -33.1482	19.1408 32.7667 -27.2246	19.1765 17.8498 -27.1899	18.5058 3.09654 -26.581	13.1127 33.0733 -30.3899	12.5778 18.6652 -34.2157	7.67531 6.67872 -27.0905	
16.3462 33.9011 -28.7623	15.3708 36.1819 -26.6209	15.2337 39.6978 -25.7063	15.3751 43.2956 -25.2037	15.8946 46.8851 -25.4546	17.8249 56.0997 -27.5277	19.1486 60.8077 -28.5629	18.4753 52.5843 -27.5331	23.8779 53.2984 -25.8446	28.1023 42.7419 -25.6121	31.8668 35.2609 -27.7597	16.2669 52.9272 -28.0653	11.5053 55.12 -30.3162	5.56358 45.4245 -30.1355	3.02538 37.6886 -33.0446	19.4238 32.7583 -27.4109	19.2639 17.8432 -27.2372	18.5177 3.09533 -26.5876	13.3737 33.0999 -30.5305	13.0671 18.7275 -34.5124	8.51602 6.34572 -27.8446	
16.6168 33.905 -28.9176	15.6621 36.1848 -26.7659	15.5404 39.7001 -25.8466	15.6963 43.2966 -25.3387	16.2191 46.8855 -25.5913	18.1397 56.0976 -27.6843	19.4636 60.7952 -28.7653	18.7842 52.5811 -27.6985	24.2114 53.3068 -26.096	28.5994 42.8147 -26.1204	32.4764 35.4948 -28.598	16.5702 52.9278 -28.2043	11.7799 55.1388 -30.3752	5.87683 45.4237 -30.0451	3.37869 37.6714 -32.9454	19.6995 32.7504 -27.588	19.3558 17.8405 -27.2828	18.5293 3.09917 -26.5832	13.6307 33.116 -30.6681	13.5392 18.775 -34.7719	9.35487 5.99281 -28.6411	
16.8836 33.9031 -29.0716	15.9461 36.184 -26.9134	15.8371 39.6992 -25.9922	16.0055 43.2946 -25.4809	16.5326 46.8827 -25.7354	18.447 56.0917 -27.8477	19.7689 60.7792 -28.9741	19.0852 52.5741 -27.8691	24.5333 53.3151 -26.3469	29.0621 42.8865 -26.6194	33.0241 35.7337 -29.4282	16.8665 52.9247 -28.3514	12.0509 55.149 -30.4515	6.20789 45.4035 -29.9783	3.75638 37.6267 -32.8527	19.9706 32.7402 -27.7594	19.4523 17.8385 -27.3264	18.5453 3.10442 -26.5757	13.8861 33.1225 -30.8064	13.9981 18.8109 -35.0114	10.1996 5.64295 -29.4746	
17.1444 33.8971 -29.2318	16.2205 36.1791 -27.069	16.1219 39.6944 -26.147	16.3021 43.289 -25.6337	16.8343 46.8763 -25.8887	18.7469 56.0823 -28.0159	20.0648 60.7592 -29.1897	19.378 52.5634 -28.0443	24.8432 53.3281 -26.5968	29.4863 42.9593 -27.1141	33.5073 35.9749 -30.2445	17.1557 52.9185 -28.5058	12.3179 55.1522 -30.544	6.55408 45.3669 -29.939	4.15201 37.5573 -32.7658	20.233 32.7254 -27.9312	19.5478 17.8346 -27.374	18.5599 3.10847 -26.5713	14.1387 33.1252 -30.9564	14.4357 18.8357 -35.227	11.0507 5.3038 -30.3375	
17.4011 33.8897 -29.3995	16.4857 36.1714 -27.2327	16.3954 39.6867 -26.3101	16.5863 43.2806 -25.7957	17.124 46.8671 -26.0507	19.0387 56.0698 -28.19	20.3541 60.7358 -29.4095	19.662 52.5497 -28.225	25.1404 53.3436 -26.8444	29.8748 43.0303 -27.5924	33.9256 36.2154 -31.0417	17.4367 52.9096 -28.668	12.5788 55.1491 -30.6513	6.91099 45.3161 -29.926	4.56554 37.4672 -32.6908	20.4888 32.7092 -28.1046	19.6569 17.8303 -27.4395	18.5739 3.11463 -26.5716	14.3912 33.1269 -31.1207	14.8563 18.8503 -35.4193	11.9137 4.98507 -31.2271	
17.6511 33.8769 -29.5682	16.7414 36.1609 -27.4014	16.659 39.677 -26.4811	16.8605 43.2703 -25.9661	17.4037 46.8559 -26.2218	19.3222 56.0548 -28.3742	20.6348 60.7101 -29.6366	19.9382 52.5333 -28.4135	25.4264 53.3598 -27.0924	30.2304 43.0972 -28.0616	34.2862 36.45 -31.8185	17.7106 52.8979 -28.8411	12.8357 55.1406 -30.7786	7.2759 45.2547 -29.9441	4.99638 37.3589 -32.6292	20.7341 32.6863 -28.2716	19.7811 17.8185 -27.5257	18.5848 3.11621 -26.5823	14.6399 33.1241 -31.2916	15.272 18.8554 -35.5953	12.7978 4.69939 -32.1365	
17.9001 33.8601 -29.7415	16.9909 36.147 -27.5776	16.915 39.6644 -26.6614	17.1263 43.2573 -26.1483	17.6743 46.8421 -26.4055	19.5973 56.0369 -28.5711	20.9078 60.6825 -29.871	20.207 52.5144 -28.6125	25.7019 53.3733 -27.3411	30.5554 43.1556 -28.5171	34.589 36.6702 -32.5692	17.9778 52.8827 -29.0285	13.0877 55.1222 -30.9311	7.64285 45.1822 -29.988	5.43504 37.2386 -32.5905	20.976 32.6608 -28.436	19.9229 17.8029 -27.6299	18.5947 3.11783 -26.5986	14.8916 33.1157 -31.4732	15.6869 18.8488 -35.7556	13.6954 4.45234 -33.062	
18.1503 33.8408 -29.9207	17.2378 36.1306 -27.7613	17.1657 39.6492 -26.8493	17.3846 43.242 -26.3384	17.9367 46.826 -26.5976	19.8643 56.0167 -28.7767	21.1695 60.6531 -30.1141	20.4694 52.4934 -28.8173	25.9693 53.3839 -27.5898	30.8512 43.2027 -28.9499	34.8312 36.8715 -33.2887	18.2393 52.8641 -29.2264	13.335 55.0943 -31.1031	8.01096 45.0996 -30.0545	5.88278 37.1077 -32.5744	21.2184 32.6351 -28.6026	20.0783 17.7863 -27.749	18.5993 3.12306 -26.617	15.1471 33.1025 -31.6641	16.1027 18.8348 -35.9109	14.6033 4.25422 -34.0041	
18.4005 33.8149 -30.1056	17.4821 36.1078 -27.9519	17.4115 39.6279 -27.0458	17.6353 43.221 -26.539	18.1905 46.8043 -26.8007	20.1226 55.9907 -28.9937	21.4242 60.6181 -30.3655	20.7248 52.4669 -29.0307	26.2271 53.3896 -27.8385	31.1245 43.2399 -29.3674	35.0242 37.053 -33.9788	18.4945 52.8389 -29.4373	13.5786 55.0536 -31.3019	8.37756 45.0057 -30.1491	6.32944 36.9674 -32.5863	21.4604 32.6047 -28.7727	20.2389 17.765 -27.8744	18.6017 3.12735 -26.6346	15.404 33.0807 -31.8622	16.5157 18.8125 -36.069	15.5028 4.10895 -34.947	
18.6547 33.7825 -30.3016	17.7265 36.0772 -28.1541	17.6539 39.5987 -27.2536	17.8795 43.1922 -26.7507	18.4362 46.7752 -27.0148	20.371 55.958 -29.2206	21.6684 60.5766 -30.6252	20.9724 52.4339 -29.2523	26.4746 53.3892 -28.0853	31.3705 43.2633 -29.7686	35.17 37.2095 -34.6333	18.7423 52.8059 -29.6601	13.817 55.0053 -31.5181	8.74181 44.9044 -30.2717	6.7763 36.8202 -32.6239	21.7067 32.571 -28.952	20.4009 17.7417 -28.0016	18.6023 3.13304 -26.6492	15.6669 33.0492 -32.0733	16.9259 18.7787 -36.2307	16.397 4.0113 -35.88	
18.9088 33.7443 -30.5049	17.9701 36.0418 -28.365	17.8936 39.565 -27.4717	18.1187 43.1593 -26.9743	18.6756 46.742 -27.2414	20.6106 55.9215 -29.4607	21.9052 60.5317 -30.8955	21.2131 52.3976 -29.4854	26.7137 53.384 -28.3369	31.5924 43.2727 -30.1533	35.27 37.3365 -35.251	18.9835 52.7681 -29.8968	14.0513 54.9496 -31.7578	9.0951 44.8003 -30.4289	7.21688 36.6694 -32.6894	21.9525 32.5323 -29.1372	20.5583 17.7151 -28.1261	18.604 3.13703 -26.6636	15.9304 33.011 -32.2926	17.3365 18.7422 -36.4083	17.2822 3.96631 -36.7947	
19.1638 33.7017 -30.719	18.2139 36.0025 -28.5875	18.1315 39.5276 -27.7021	18.3535 43.1229 -27.2107	18.91 46.7055 -27.4801	20.8452 55.8823 -29.7104	22.1307 60.4854 -31.1757	21.4501 52.3587 -29.7272	26.9469 53.3767 -28.5882	31.7851 43.2691 -30.529	35.3346 37.4374 -35.8338	19.2213 52.7271 -30.1454	14.2828 54.8888 -32.0126	9.4372 44.6961 -30.6094	7.65859 36.5183 -32.7796	22.1993 32.4905 -29.3322	20.7034 17.6888 -28.2428	18.6049 3.14156 -26.6768	16.1954 32.9672 -32.5225	17.7477 18.6997 -36.5901	18.1528 3.96479 -37.6847	
19.4199 33.6564 -30.9381	18.4593 35.9621 -28.8167	18.3699 39.4893 -27.9404	18.5871 43.0858 -27.4558	19.1423 46.6682 -27.7295	21.0767 55.8417 -29.9743	22.3505 60.4394 -31.4665	21.685 52.3187 -29.9806	27.1768 53.3654 -28.8433	31.9564 43.2504 -30.8879	35.3647 37.5072 -36.3788	19.4575 52.6839 -30.4078	14.5119 54.8215 -32.2841	9.76434 44.5921 -30.8142	8.0947 36.3698 -32.9008	22.4466 32.4461 -29.5316	20.8368 17.6637 -28.3467	18.6105 3.14624 -26.6835	16.4614 32.92 -32.757	18.1665 18.6591 -36.7862	19.0047 4.0066 -38.5416	
19.674 33.6097 -31.1687	18.702 35.9212 -29.0589	18.605 39.4506 -28.1924	18.8167 43.0482 -27.7131	19.3706 46.6305 -27.9915	21.3051 55.8002 -30.2513	22.5663 60.3937 -31.7672	21.9175 52.2779 -30.2454	27.4032 53.3516 -29.104	32.1085 43.2183 -31.229	35.3661 37.5473 -36.8839	19.6916 52.6394 -30.6841	14.7391 54.7486 -32.5743	10.0771 44.4874 -31.0537	8.51641 36.225 -33.0652	22.6897 32.3988 -29.7391	20.9757 17.6361 -28.4577	18.6164 3.15285 -26.6836	16.7269 32.873 -33.006	18.5892 18.6235 -37.0058	19.8243 4.08268 -39.3548	
19.9309 33.5614 -31.4077	18.9454 35.8789 -29.3107	18.8389 39.4104 -28.4541	19.0434 43.0091 -27.9796	19.5955 46.5912 -28.2639	21.5299 55.7566 -30.5411	22.7761 60.3465 -32.0802	22.1469 52.2352 -30.5212	27.626 53.3338 -29.3716	32.2441 43.1729 -31.5551	35.3457 37.5558 -37.3498	19.9229 52.5923 -30.973	14.9622 54.6649 -32.882	10.3736 44.3754 -31.3295	8.92146 36.0782 -33.2782	22.9349 32.3515 -29.9531	21.1285 17.6077 -28.5836	18.626 3.16414 -26.6866	16.9967 32.8228 -33.2648	19.0094 18.5874 -37.2422	20.6015 4.17693 -40.1201	
20.194 33.5089 -31.6566	19.1918 35.832 -29.5738	19.073 39.3657 -28.7277	19.2677 42.9654 -28.2579	19.8165 46.5476 -28.5481	21.7485 55.7091 -30.8431	22.9772 60.2962 -32.4044	22.3716 52.1889 -30.8081	27.8434 53.3111 -29.6469	32.3703 43.1165 -31.8639	35.3082 37.5303 -37.7727	20.1498 52.5406 -31.2745	15.186 54.5784 -33.2129	10.6639 44.2629 -31.6381	9.3147 35.9358 -33.5325	23.1852 32.3015 -30.1739	21.2921 17.5765 -28.7221	18.6383 3.17772 -26.6946	17.2752 32.7667 -33.5365	19.4241 18.5467 -37.4975	21.3279 4.27293 -40.8314	
20.4606 33.4535 -31.9154	19.4402 35.7815 -29.8471	19.3069 39.3174 -29.0122	19.4893 42.9186 -28.5484	20.0327 46.501 -28.8448	21.958 55.6595 -31.1573	23.1705 60.2442 -32.7383	22.5893 52.141 -31.1065	28.0535 53.2842 -29.9302	32.4772 43.0484 -32.166	35.2588 37.4715 -38.1585	20.3698 52.4858 -31.5888	15.4073 54.4915 -33.5635	10.9469 44.1507 -31.9786	9.69435 35.7976 -33.8242	23.4384 32.2493 -30.4033	21.4521 17.5459 -28.8604	18.6506 3.19384 -26.7041	17.5586 32.707 -33.8194	19.8354 18.5063 -37.7781	22.0062 4.36204 -41.4803	
20.7326 33.3932 -32.1874	19.6925 35.7245 -30.1327	19.5426 39.2625 -29.3097	19.7104 42.8654 -28.8533	20.2459 46.4485 -29.1556	22.1595 55.6055 -31.4836	23.3541 60.189 -33.0815	22.8013 52.0892 -31.4169	28.2574 53.2514 -30.2221	32.5755 42.9695 -32.4532	35.2014 37.3803 -38.5042	20.5842 52.4255 -31.9163	15.6269 54.4031 -33.9319	11.2233 44.0377 -32.3483	10.0632 35.6619 -34.151	23.6966 32.1924 -30.6456	21.6136 17.5133 -29.0019	18.663 3.21135 -26.7157	17.8486 32.6426 -34.1169	20.25 18.4645 -38.0831	22.6484 4.43239 -42.0612	
21.0072 33.3301 -32.472	19.9488 35.6648 -30.4304	19.7814 39.2048 -29.6196	19.9324 42.8093 -29.1706	20.4571 46.3936 -29.4787	22.3536 55.5506 -31.8209	23.5293 60.1337 -33.4337	23.0084 52.0369 -31.738	28.4558 53.2174 -30.5213	32.6618 42.8845 -32.7301	35.142 37.26 -38.8099	20.794 52.3631 -32.2558	15.8438 54.3122 -34.3161	11.4892 43.9243 -32.7453	10.416 35.5298 -34.5144	23.9572 32.1318 -30.9018	21.7742 17.4805 -29.144	18.6775 3.2315 -26.7241	18.1405 32.5765 -34.4259	20.6639 18.4251 -38.4117	23.2502 4.48056 -42.5758	
21.2835 33.2627 -32.7713	20.2075 35.6017 -30.744	20.022 39.1437 -29.9457	20.155 42.7497 -29.5029	20.6669 46.3354 -29.8158	22.5409 55.494 -32.1696	23.6977 60.0771 -33.796	23.2109 51.9836 -32.0711	28.6486 53.1831 -30.8296	32.7385 42.796 -33.0022	35.0859 37.1096 -39.077	20.9994 52.2982 -32.6077	16.0569 54.2182 -34.7134	11.7475 43.808 -33.1656	10.7586 35.3987 -34.9136	24.2176 32.065 -31.1711	21.9405 17.4433 -29.2907	18.6968 3.25264 -26.725	18.435 32.5077 -34.7512	21.0752 18.384 -38.7597	23.8107 4.49906 -43.0261	
21.5636 33.1913 -33.0893	20.4704 35.5352 -31.0769	20.2677 39.0786 -30.2891	20.3822 42.6858 -29.8505	20.8783 46.2733 -30.1673	22.7213 55.4357 -32.5307	23.858 60.0201 -34.1677	23.4098 51.9294 -32.4169	28.8363 53.1474 -31.1452	32.8113 42.7035 -33.2584	35.0335 36.933 -39.301	21.2011 52.2303 -32.9727	16.2668 54.1211 -35.1236	11.9986 43.6879 -33.6166	11.088 35.2677 -35.3546	24.4806 31.9934 -31.4583	22.1105 17.4041 -29.4454	18.7187 3.27741 -26.7233	18.7336 32.4357 -35.0953	21.4791 18.3389 -39.1277	24.3195 4.48059 -43.4123	
21.8432 33.1222 -33.4271	20.7327 35.4709 -31.4297	20.512 39.0151 -30.6507	20.6064 42.623 -30.2133	21.0858 46.2126 -30.5327	22.8969 55.3798 -32.9025	24.0091 59.9664 -34.55	23.6046 51.8778 -32.7738	29.0188 53.112 -31.4659	32.8746 42.61 -33.5103	34.9908 36.7348 -39.4897	21.3992 52.1645 -33.35	16.4723 54.0244 -35.5442	12.2395 43.5686 -34.0952	11.4069 35.1412 -35.8373	24.7393 31.9201 -31.7625	22.2664 17.3682 -29.6075	18.7377 3.30651 -26.7273	19.0341 32.3703 -35.4637	21.8792 18.2984 -39.5136	24.7879 4.43468 -43.7345	
22.1284 33.0502 -33.78	20.9957 35.4047 -31.8021	20.7544 38.9495 -31.0321	20.827 42.558 -30.5956	21.2889 46.1499 -30.9157	23.068 55.3232 -33.2857	24.1548 59.9122 -34.9438	23.7955 51.8258 -33.1431	29.1955 53.0753 -31.7914	32.9328 42.5149 -33.7537	34.9597 36.516 -39.6404	21.5942 52.0981 -33.7417	16.6736 53.9236 -35.9785	12.4749 43.4452 -34.5954	11.7178 35.0136 -36.3516	24.9998 31.8459 -32.0746	22.4328 17.3332 -29.7705	18.768 3.33933 -26.7343	19.3453 32.2995 -35.8525	22.2752 18.2481 -39.9133	25.2035 4.34635 -43.9932	
22.4194 32.9724 -34.1547	21.2628 35.3342 -32.1996	20.9999 38.8794 -31.438	21.0491 42.4882 -31.0013	21.4906 46.0828 -31.3194	23.2307 55.2656 -33.6819	24.2908 59.8583 -35.3467	23.9811 51.7736 -33.527	29.3641 53.0394 -32.1236	32.9835 42.4207 -33.9899	34.9403 36.2813 -39.7542	21.7846 52.0297 -34.1495	16.8708 53.8203 -36.4293	12.7059 43.3186 -35.1228	12.0188 34.8862 -36.9037	25.2629 31.7665 -32.4042	22.61 17.295 -29.9435	18.8008 3.37874 -26.7332	19.6656 32.2222 -36.2661	22.6719 18.1859 -40.3231	25.5776 4.21768 -44.1864	
22.7194 32.8965 -34.5539	21.5338 35.2655 -32.6249	21.2474 38.8103 -31.87	21.2719 42.4191 -31.4306	21.6916 46.0166 -31.7445	23.3903 55.2108 -34.0927	24.4217 59.8084 -35.762	24.1649 51.7246 -33.9268	29.5285 53.0044 -32.4634	33.0371 42.3287 -34.2126	34.9358 36.0347 -39.8277	21.9739 51.9639 -34.5749	17.0662 53.715 -36.8981	12.9392 43.1885 -35.6736	12.3141 34.7592 -37.4914	25.5325 31.6927 -32.7537	22.7968 17.2647 -30.1333	18.8394 3.43295 -26.7423	19.9994 32.1432 -36.7076	23.0683 18.1141 -40.743	25.9063 4.05727 -44.3247	
23.0296 32.8246 -34.9783	21.8086 35.1988 -33.0781	21.4947 38.7425 -32.329	21.4912 42.3507 -31.8844	21.8885 45.9514 -32.1917	23.5467 55.1584 -34.5185	24.5478 59.7623 -36.1887	24.3457 51.6781 -34.3426	29.688 52.9709 -32.8138	33.0885 42.2401 -34.4347	34.9565 35.7819 -39.8708	22.1613 51.9007 -35.0185	17.259 53.6102 -37.3834	13.1747 43.0581 -36.2392	12.6065 34.635 -38.1044	25.8099 31.6268 -33.1238	23.0046 17.242 -30.3447	18.8892 3.50574 -26.7589	20.3494 32.0641 -37.1789	23.4564 18.027 -41.1563	26.1901 3.86989 -44.4094	
23.3509 32.7572 -35.4281	22.0879 35.1335 -33.5581	21.7416 38.6752 -32.814	21.706 42.2825 -32.3633	22.0803 45.8864 -32.6612	23.6988 55.1078 -34.9587	24.6686 59.7188 -36.6281	24.5224 51.6338 -34.7741	29.8405 52.9396 -33.174	33.1504 42.1585 -34.6407	34.9951 35.5317 -39.8783	22.3459 51.8399 -35.4801	17.449 53.5083 -37.8852	13.4114 42.9293 -36.8271	12.8933 34.5143 -38.7424	26.0972 31.5704 -33.5167	23.238 17.2269 -30.583	18.9529 3.60066 -26.7829	20.7157 31.9852 -37.6783	23.829 17.9214 -41.5556	26.424 3.65864 -44.4398	
23.6714 32.7008 -35.9122	22.3679 35.0755 -34.0681	21.985 38.614 -33.3268	21.9134 42.2195 -32.8663	22.2649 45.8267 -33.1527	23.8478 55.0632 -35.414	24.7862 59.6822 -37.0791	24.6948 51.5952 -35.2214	29.9842 52.9112 -33.5366	33.2158 42.0836 -34.8255	35.0491 35.2851 -39.8424	22.5277 51.7859 -35.9596	17.6354 53.4085 -38.4053	13.6517 42.8003 -37.4378	13.1778 34.3942 -39.4028	26.3805 31.518 -33.946	23.5032 17.2102 -30.8597	19.029 3.71501 -26.8174	21.0829 31.9249 -38.2147	24.1736 17.8147 -41.9384	26.6234 3.45709 -44.4555	
23.9821 32.6594 -36.4304	22.6447 35.0291 -34.6042	22.2235 38.5635 -33.8642	22.1115 42.1663 -33.3906	22.4401 45.7766 -33.6642	23.9906 55.0286 -35.8844	24.902 59.6558 -37.5417	24.8602 51.5667 -35.6838	30.1151 52.89 -33.8997	33.2743 42.0217 -35.0124	35.1272 35.0462 -39.7725	22.7039 51.7425 -36.4568	17.8167 53.3128 -38.9464	13.8919 42.6744 -38.0749	13.4581 34.2774 -40.0879	26.6531 31.4696 -34.417	23.7956 17.1924 -31.175	19.1185 3.85132 -26.8599	21.4373 31.8915 -38.7838	24.487 17.7203 -42.3044	26.8343 3.29951 -44.5423	
